Model: cnn, Batch_size: 128, Epochs: 40, Learning Rate: 0.001
Current device is cuda.
Epoch [1/40], Loss: 1.5255, Accuracy: 59.13%
Epoch [2/40], Loss: 1.2007, Accuracy: 63.16%
Epoch [3/40], Loss: 1.0684, Accuracy: 67.96%
Epoch [4/40], Loss: 0.9906, Accuracy: 69.34%
Epoch [5/40], Loss: 0.9230, Accuracy: 71.27%
Epoch [6/40], Loss: 0.8262, Accuracy: 72.96%
Epoch [7/40], Loss: 0.8103, Accuracy: 73.37%
Epoch [8/40], Loss: 0.7988, Accuracy: 73.35%
Epoch [9/40], Loss: 0.7905, Accuracy: 73.63%
Epoch [10/40], Loss: 0.7827, Accuracy: 74.16%
Epoch [11/40], Loss: 0.7719, Accuracy: 74.34%
Epoch [12/40], Loss: 0.7669, Accuracy: 74.23%
Epoch [13/40], Loss: 0.7633, Accuracy: 74.20%
Epoch [14/40], Loss: 0.7618, Accuracy: 74.24%
Epoch [15/40], Loss: 0.7624, Accuracy: 74.29%
Epoch [16/40], Loss: 0.7585, Accuracy: 74.28%
Epoch [17/40], Loss: 0.7635, Accuracy: 74.27%
Epoch [18/40], Loss: 0.7606, Accuracy: 74.32%
Epoch [19/40], Loss: 0.7597, Accuracy: 74.32%
Epoch [20/40], Loss: 0.7608, Accuracy: 74.31%
Epoch [21/40], Loss: 0.7619, Accuracy: 74.29%
Epoch [22/40], Loss: 0.7600, Accuracy: 74.29%
Epoch [23/40], Loss: 0.7613, Accuracy: 74.30%
Epoch [24/40], Loss: 0.7611, Accuracy: 74.30%
Epoch [25/40], Loss: 0.7596, Accuracy: 74.30%
Epoch [26/40], Loss: 0.7584, Accuracy: 74.30%
Epoch [27/40], Loss: 0.7636, Accuracy: 74.30%
Epoch [28/40], Loss: 0.7584, Accuracy: 74.31%
Epoch [29/40], Loss: 0.7606, Accuracy: 74.31%
Epoch [30/40], Loss: 0.7579, Accuracy: 74.31%
Epoch [31/40], Loss: 0.7580, Accuracy: 74.31%
Epoch [32/40], Loss: 0.7614, Accuracy: 74.31%
Epoch [33/40], Loss: 0.7585, Accuracy: 74.31%
Epoch [34/40], Loss: 0.7640, Accuracy: 74.31%
Epoch [35/40], Loss: 0.7599, Accuracy: 74.31%
Epoch [36/40], Loss: 0.7612, Accuracy: 74.31%
Epoch [37/40], Loss: 0.7602, Accuracy: 74.31%
Epoch [38/40], Loss: 0.7618, Accuracy: 74.31%
Epoch [39/40], Loss: 0.7615, Accuracy: 74.31%
Epoch [40/40], Loss: 0.7591, Accuracy: 74.31%
