Model: cnn, Batch_size: 32, Epochs: 20, Learning Rate: 0.001
Current device is cuda.
Epoch [1/20], Loss: 1.5123, Accuracy: 58.62%
Epoch [2/20], Loss: 1.1885, Accuracy: 64.41%
Epoch [3/20], Loss: 1.0670, Accuracy: 66.15%
Epoch [4/20], Loss: 0.9959, Accuracy: 69.06%
Epoch [5/20], Loss: 0.9474, Accuracy: 70.28%
Epoch [6/20], Loss: 0.8383, Accuracy: 72.31%
Epoch [7/20], Loss: 0.8111, Accuracy: 73.43%
Epoch [8/20], Loss: 0.7992, Accuracy: 73.91%
Epoch [9/20], Loss: 0.7925, Accuracy: 73.79%
Epoch [10/20], Loss: 0.7853, Accuracy: 73.93%
Epoch [11/20], Loss: 0.7721, Accuracy: 74.09%
Epoch [12/20], Loss: 0.7670, Accuracy: 74.21%
Epoch [13/20], Loss: 0.7680, Accuracy: 74.14%
Epoch [14/20], Loss: 0.7643, Accuracy: 74.24%
Epoch [15/20], Loss: 0.7625, Accuracy: 74.41%
Epoch [16/20], Loss: 0.7657, Accuracy: 74.43%
Epoch [17/20], Loss: 0.7671, Accuracy: 74.47%
Epoch [18/20], Loss: 0.7645, Accuracy: 74.35%
Epoch [19/20], Loss: 0.7640, Accuracy: 74.34%
Epoch [20/20], Loss: 0.7616, Accuracy: 74.33%
