Model: cnn, Batch_size: 32, Epochs: 40, Learning Rate: 0.001
Current device is cuda.
Epoch [1/40], Loss: 1.4852, Accuracy: 59.62%
Epoch [2/40], Loss: 1.1636, Accuracy: 64.00%
Epoch [3/40], Loss: 1.0302, Accuracy: 67.62%
Epoch [4/40], Loss: 0.9594, Accuracy: 69.28%
Epoch [5/40], Loss: 0.9111, Accuracy: 68.13%
Epoch [6/40], Loss: 0.8010, Accuracy: 73.63%
Epoch [7/40], Loss: 0.7728, Accuracy: 74.56%
Epoch [8/40], Loss: 0.7633, Accuracy: 74.09%
Epoch [9/40], Loss: 0.7553, Accuracy: 74.65%
Epoch [10/40], Loss: 0.7415, Accuracy: 74.71%
Epoch [11/40], Loss: 0.7295, Accuracy: 75.20%
Epoch [12/40], Loss: 0.7236, Accuracy: 75.17%
Epoch [13/40], Loss: 0.7253, Accuracy: 75.27%
Epoch [14/40], Loss: 0.7216, Accuracy: 75.15%
Epoch [15/40], Loss: 0.7217, Accuracy: 75.24%
Epoch [16/40], Loss: 0.7212, Accuracy: 75.30%
Epoch [17/40], Loss: 0.7217, Accuracy: 75.39%
Epoch [18/40], Loss: 0.7248, Accuracy: 75.36%
Epoch [19/40], Loss: 0.7224, Accuracy: 75.34%
Epoch [20/40], Loss: 0.7203, Accuracy: 75.29%
Epoch [21/40], Loss: 0.7165, Accuracy: 75.24%
Epoch [22/40], Loss: 0.7149, Accuracy: 75.25%
Epoch [23/40], Loss: 0.7225, Accuracy: 75.24%
Epoch [24/40], Loss: 0.7181, Accuracy: 75.24%
Epoch [25/40], Loss: 0.7211, Accuracy: 75.26%
Epoch [26/40], Loss: 0.7206, Accuracy: 75.26%
Epoch [27/40], Loss: 0.7257, Accuracy: 75.25%
Epoch [28/40], Loss: 0.7212, Accuracy: 75.26%
Epoch [29/40], Loss: 0.7230, Accuracy: 75.26%
Epoch [30/40], Loss: 0.7187, Accuracy: 75.26%
Epoch [31/40], Loss: 0.7179, Accuracy: 75.26%
Epoch [32/40], Loss: 0.7204, Accuracy: 75.26%
Epoch [33/40], Loss: 0.7230, Accuracy: 75.26%
Epoch [34/40], Loss: 0.7244, Accuracy: 75.26%
Epoch [35/40], Loss: 0.7168, Accuracy: 75.26%
Epoch [36/40], Loss: 0.7196, Accuracy: 75.26%
Epoch [37/40], Loss: 0.7220, Accuracy: 75.26%
Epoch [38/40], Loss: 0.7194, Accuracy: 75.26%
Epoch [39/40], Loss: 0.7196, Accuracy: 75.26%
Epoch [40/40], Loss: 0.7226, Accuracy: 75.26%
