Model: cnn, Batch_size: 16, Epochs: 20, Learning Rate: 0.1
Current device is cuda.
Epoch [1/20], Loss: 10.3613, Accuracy: 10.00%
Epoch [2/20], Loss: 2.4819, Accuracy: 10.00%
Epoch [3/20], Loss: 41.1165, Accuracy: 10.00%
Epoch [4/20], Loss: 5.1623, Accuracy: 10.00%
Epoch [5/20], Loss: 307.3326, Accuracy: 10.00%
Epoch [6/20], Loss: 2.3046, Accuracy: 10.00%
Epoch [7/20], Loss: 6.5666, Accuracy: 10.00%
Epoch [8/20], Loss: 9.6137, Accuracy: 10.00%
Epoch [9/20], Loss: 2.3085, Accuracy: 10.00%
Epoch [10/20], Loss: 2.3155, Accuracy: 10.00%
Epoch [11/20], Loss: 2.3031, Accuracy: 9.95%
Epoch [12/20], Loss: 2.3034, Accuracy: 10.18%
Epoch [13/20], Loss: 1.8729, Accuracy: 44.09%
Epoch [14/20], Loss: 1.5398, Accuracy: 50.01%
Epoch [15/20], Loss: 1.4343, Accuracy: 52.05%
Epoch [16/20], Loss: 1.3298, Accuracy: 55.40%
Epoch [17/20], Loss: 1.3013, Accuracy: 55.98%
Epoch [18/20], Loss: 1.2716, Accuracy: 58.17%
Epoch [19/20], Loss: 1.2368, Accuracy: 59.50%
Epoch [20/20], Loss: 1.2004, Accuracy: 60.80%
