Model: fcnn, Batch_size: 16, Epochs: 40, Learning Rate: 0.0001
Current device is cuda.
Epoch [1/40], Loss: 1.8549, Accuracy: 40.18%
Epoch [2/40], Loss: 1.6826, Accuracy: 42.03%
Epoch [3/40], Loss: 1.6027, Accuracy: 44.49%
Epoch [4/40], Loss: 1.5584, Accuracy: 45.30%
Epoch [5/40], Loss: 1.5290, Accuracy: 45.35%
Epoch [6/40], Loss: 1.4481, Accuracy: 48.89%
Epoch [7/40], Loss: 1.4181, Accuracy: 49.05%
Epoch [8/40], Loss: 1.3999, Accuracy: 50.07%
Epoch [9/40], Loss: 1.3948, Accuracy: 50.12%
Epoch [10/40], Loss: 1.3817, Accuracy: 50.02%
Epoch [11/40], Loss: 1.3703, Accuracy: 50.45%
Epoch [12/40], Loss: 1.3690, Accuracy: 50.46%
Epoch [13/40], Loss: 1.3663, Accuracy: 50.52%
Epoch [14/40], Loss: 1.3635, Accuracy: 50.56%
Epoch [15/40], Loss: 1.3615, Accuracy: 50.70%
Epoch [16/40], Loss: 1.3607, Accuracy: 50.71%
Epoch [17/40], Loss: 1.3632, Accuracy: 50.67%
Epoch [18/40], Loss: 1.3640, Accuracy: 50.70%
Epoch [19/40], Loss: 1.3605, Accuracy: 50.67%
Epoch [20/40], Loss: 1.3616, Accuracy: 50.65%
Epoch [21/40], Loss: 1.3610, Accuracy: 50.64%
Epoch [22/40], Loss: 1.3607, Accuracy: 50.64%
Epoch [23/40], Loss: 1.3680, Accuracy: 50.64%
Epoch [24/40], Loss: 1.3631, Accuracy: 50.64%
Epoch [25/40], Loss: 1.3647, Accuracy: 50.64%
Epoch [26/40], Loss: 1.3608, Accuracy: 50.64%
Epoch [27/40], Loss: 1.3606, Accuracy: 50.64%
Epoch [28/40], Loss: 1.3634, Accuracy: 50.64%
Epoch [29/40], Loss: 1.3638, Accuracy: 50.64%
Epoch [30/40], Loss: 1.3640, Accuracy: 50.64%
Epoch [31/40], Loss: 1.3590, Accuracy: 50.64%
Epoch [32/40], Loss: 1.3637, Accuracy: 50.64%
Epoch [33/40], Loss: 1.3624, Accuracy: 50.64%
Epoch [34/40], Loss: 1.3621, Accuracy: 50.64%
Epoch [35/40], Loss: 1.3636, Accuracy: 50.64%
Epoch [36/40], Loss: 1.3563, Accuracy: 50.64%
Epoch [37/40], Loss: 1.3594, Accuracy: 50.64%
Epoch [38/40], Loss: 1.3618, Accuracy: 50.64%
Epoch [39/40], Loss: 1.3625, Accuracy: 50.64%
Epoch [40/40], Loss: 1.3621, Accuracy: 50.64%
