Model: cnn, Batch_size: 64, Epochs: 20, Learning Rate: 0.001
Current device is cuda.
Epoch [1/20], Loss: 1.4988, Accuracy: 58.83%
Epoch [2/20], Loss: 1.1516, Accuracy: 65.64%
Epoch [3/20], Loss: 1.0302, Accuracy: 67.84%
Epoch [4/20], Loss: 0.9624, Accuracy: 69.86%
Epoch [5/20], Loss: 0.9144, Accuracy: 70.48%
Epoch [6/20], Loss: 0.8175, Accuracy: 73.56%
Epoch [7/20], Loss: 0.7929, Accuracy: 73.44%
Epoch [8/20], Loss: 0.7831, Accuracy: 74.13%
Epoch [9/20], Loss: 0.7720, Accuracy: 74.42%
Epoch [10/20], Loss: 0.7707, Accuracy: 74.30%
Epoch [11/20], Loss: 0.7566, Accuracy: 74.83%
Epoch [12/20], Loss: 0.7486, Accuracy: 74.86%
Epoch [13/20], Loss: 0.7470, Accuracy: 74.87%
Epoch [14/20], Loss: 0.7497, Accuracy: 74.72%
Epoch [15/20], Loss: 0.7476, Accuracy: 74.86%
Epoch [16/20], Loss: 0.7476, Accuracy: 74.79%
Epoch [17/20], Loss: 0.7461, Accuracy: 74.76%
Epoch [18/20], Loss: 0.7464, Accuracy: 74.79%
Epoch [19/20], Loss: 0.7463, Accuracy: 74.81%
Epoch [20/20], Loss: 0.7458, Accuracy: 74.84%
