Model: cnn2, Batch_size: 16, Epochs: 20, Learning Rate: 0.0003
Current device is cuda.
Epoch [1/20], Loss: 1.5818, Accuracy: 54.04%
Epoch [2/20], Loss: 1.2921, Accuracy: 58.70%
Epoch [3/20], Loss: 1.1634, Accuracy: 65.25%
Epoch [4/20], Loss: 1.0901, Accuracy: 66.13%
Epoch [5/20], Loss: 1.0240, Accuracy: 68.28%
Epoch [6/20], Loss: 0.9413, Accuracy: 70.36%
Epoch [7/20], Loss: 0.9221, Accuracy: 70.33%
Epoch [8/20], Loss: 0.9160, Accuracy: 70.42%
Epoch [9/20], Loss: 0.9071, Accuracy: 71.26%
Epoch [10/20], Loss: 0.9041, Accuracy: 71.10%
Epoch [11/20], Loss: 0.8942, Accuracy: 71.23%
Epoch [12/20], Loss: 0.8880, Accuracy: 71.25%
Epoch [13/20], Loss: 0.8843, Accuracy: 71.26%
Epoch [14/20], Loss: 0.8874, Accuracy: 71.28%
Epoch [15/20], Loss: 0.8848, Accuracy: 71.32%
Epoch [16/20], Loss: 0.8846, Accuracy: 71.29%
Epoch [17/20], Loss: 0.8807, Accuracy: 71.29%
Epoch [18/20], Loss: 0.8844, Accuracy: 71.27%
Epoch [19/20], Loss: 0.8848, Accuracy: 71.29%
Epoch [20/20], Loss: 0.8868, Accuracy: 71.29%
