Model: cnn2, Batch_size: 8, Epochs: 20, Learning Rate: 0.0001
Current device is cuda.
Epoch [1/20], Loss: 1.6319, Accuracy: 51.69%
Epoch [2/20], Loss: 1.3875, Accuracy: 57.14%
Epoch [3/20], Loss: 1.2765, Accuracy: 59.51%
Epoch [4/20], Loss: 1.1962, Accuracy: 61.87%
Epoch [5/20], Loss: 1.1307, Accuracy: 65.36%
Epoch [6/20], Loss: 1.0565, Accuracy: 66.24%
Epoch [7/20], Loss: 1.0440, Accuracy: 66.64%
Epoch [8/20], Loss: 1.0339, Accuracy: 66.73%
Epoch [9/20], Loss: 1.0286, Accuracy: 67.33%
Epoch [10/20], Loss: 1.0271, Accuracy: 67.40%
Epoch [11/20], Loss: 1.0174, Accuracy: 67.56%
Epoch [12/20], Loss: 1.0162, Accuracy: 67.63%
Epoch [13/20], Loss: 1.0126, Accuracy: 67.55%
Epoch [14/20], Loss: 1.0154, Accuracy: 67.46%
Epoch [15/20], Loss: 1.0133, Accuracy: 67.72%
Epoch [16/20], Loss: 1.0103, Accuracy: 67.57%
Epoch [17/20], Loss: 1.0135, Accuracy: 67.51%
Epoch [18/20], Loss: 1.0139, Accuracy: 67.52%
Epoch [19/20], Loss: 1.0102, Accuracy: 67.51%
Epoch [20/20], Loss: 1.0130, Accuracy: 67.51%
