Model: cnn2, Batch_size: 16, Epochs: 20, Learning Rate: 0.001
Current device is cuda.
Epoch [1/20], Loss: 1.4792, Accuracy: 59.21%
Epoch [2/20], Loss: 1.1821, Accuracy: 64.04%
Epoch [3/20], Loss: 1.0716, Accuracy: 65.08%
Epoch [4/20], Loss: 1.0077, Accuracy: 64.64%
Epoch [5/20], Loss: 0.9632, Accuracy: 69.01%
Epoch [6/20], Loss: 0.8465, Accuracy: 72.44%
Epoch [7/20], Loss: 0.8198, Accuracy: 72.61%
Epoch [8/20], Loss: 0.7996, Accuracy: 72.95%
Epoch [9/20], Loss: 0.7901, Accuracy: 73.26%
Epoch [10/20], Loss: 0.7850, Accuracy: 73.78%
Epoch [11/20], Loss: 0.7628, Accuracy: 73.95%
Epoch [12/20], Loss: 0.7580, Accuracy: 73.85%
Epoch [13/20], Loss: 0.7558, Accuracy: 73.83%
Epoch [14/20], Loss: 0.7586, Accuracy: 73.81%
Epoch [15/20], Loss: 0.7522, Accuracy: 73.87%
Epoch [16/20], Loss: 0.7548, Accuracy: 73.87%
Epoch [17/20], Loss: 0.7516, Accuracy: 73.83%
Epoch [18/20], Loss: 0.7517, Accuracy: 73.79%
Epoch [19/20], Loss: 0.7518, Accuracy: 73.92%
Epoch [20/20], Loss: 0.7547, Accuracy: 73.85%
