Model: fcnn, Batch_size: 64, Epochs: 20, Learning Rate: 0.0003
Current device is cuda.
Epoch [1/20], Loss: 1.8641, Accuracy: 38.80%
Epoch [2/20], Loss: 1.6997, Accuracy: 43.15%
Epoch [3/20], Loss: 1.6313, Accuracy: 43.33%
Epoch [4/20], Loss: 1.5828, Accuracy: 45.87%
Epoch [5/20], Loss: 1.5486, Accuracy: 45.95%
Epoch [6/20], Loss: 1.4647, Accuracy: 48.56%
Epoch [7/20], Loss: 1.4358, Accuracy: 49.09%
Epoch [8/20], Loss: 1.4200, Accuracy: 49.70%
Epoch [9/20], Loss: 1.4084, Accuracy: 49.61%
Epoch [10/20], Loss: 1.3969, Accuracy: 49.97%
Epoch [11/20], Loss: 1.3870, Accuracy: 49.86%
Epoch [12/20], Loss: 1.3824, Accuracy: 50.05%
Epoch [13/20], Loss: 1.3800, Accuracy: 50.38%
Epoch [14/20], Loss: 1.3765, Accuracy: 50.32%
Epoch [15/20], Loss: 1.3768, Accuracy: 50.60%
Epoch [16/20], Loss: 1.3760, Accuracy: 50.57%
Epoch [17/20], Loss: 1.3740, Accuracy: 50.58%
Epoch [18/20], Loss: 1.3754, Accuracy: 50.52%
Epoch [19/20], Loss: 1.3759, Accuracy: 50.58%
Epoch [20/20], Loss: 1.3750, Accuracy: 50.58%
