Model: cnn2, Batch_size: 32, Epochs: 20, Learning Rate: 0.0003
Current device is cuda.
Epoch [1/20], Loss: 1.5925, Accuracy: 52.68%
Epoch [2/20], Loss: 1.3270, Accuracy: 60.20%
Epoch [3/20], Loss: 1.1947, Accuracy: 62.33%
Epoch [4/20], Loss: 1.1073, Accuracy: 66.12%
Epoch [5/20], Loss: 1.0501, Accuracy: 67.22%
Epoch [6/20], Loss: 0.9680, Accuracy: 68.81%
Epoch [7/20], Loss: 0.9544, Accuracy: 69.02%
Epoch [8/20], Loss: 0.9440, Accuracy: 69.29%
Epoch [9/20], Loss: 0.9374, Accuracy: 69.58%
Epoch [10/20], Loss: 0.9318, Accuracy: 69.94%
Epoch [11/20], Loss: 0.9224, Accuracy: 70.03%
Epoch [12/20], Loss: 0.9259, Accuracy: 70.08%
Epoch [13/20], Loss: 0.9196, Accuracy: 69.87%
Epoch [14/20], Loss: 0.9195, Accuracy: 69.94%
Epoch [15/20], Loss: 0.9199, Accuracy: 69.96%
Epoch [16/20], Loss: 0.9165, Accuracy: 69.96%
Epoch [17/20], Loss: 0.9193, Accuracy: 69.91%
Epoch [18/20], Loss: 0.9183, Accuracy: 69.93%
Epoch [19/20], Loss: 0.9176, Accuracy: 69.92%
Epoch [20/20], Loss: 0.9187, Accuracy: 69.90%
