Model: cnn, Batch_size: 16, Epochs: 20, Learning Rate: 0.003
Current device is cuda.
Epoch [1/20], Loss: 2.0459, Accuracy: 29.07%
Epoch [2/20], Loss: 1.7528, Accuracy: 42.47%
Epoch [3/20], Loss: 1.5899, Accuracy: 46.27%
Epoch [4/20], Loss: 1.4962, Accuracy: 48.66%
Epoch [5/20], Loss: 1.4129, Accuracy: 53.21%
Epoch [6/20], Loss: 1.2512, Accuracy: 58.95%
Epoch [7/20], Loss: 1.2025, Accuracy: 59.74%
Epoch [8/20], Loss: 1.1512, Accuracy: 61.98%
Epoch [9/20], Loss: 1.1086, Accuracy: 63.50%
Epoch [10/20], Loss: 1.0615, Accuracy: 64.82%
Epoch [11/20], Loss: 1.0154, Accuracy: 66.02%
Epoch [12/20], Loss: 0.9991, Accuracy: 66.54%
Epoch [13/20], Loss: 0.9969, Accuracy: 66.65%
Epoch [14/20], Loss: 0.9871, Accuracy: 67.14%
Epoch [15/20], Loss: 0.9821, Accuracy: 67.13%
Epoch [16/20], Loss: 0.9741, Accuracy: 67.38%
Epoch [17/20], Loss: 0.9684, Accuracy: 67.33%
Epoch [18/20], Loss: 0.9690, Accuracy: 67.49%
Epoch [19/20], Loss: 0.9708, Accuracy: 67.40%
Epoch [20/20], Loss: 0.9669, Accuracy: 67.49%
