Model: fcnn, Batch_size: 32, Epochs: 20, Learning Rate: 0.003
Current device is cuda.
Epoch [1/20], Loss: 2.2267, Accuracy: 14.46%
Epoch [2/20], Loss: 2.2300, Accuracy: 16.55%
Epoch [3/20], Loss: 2.2504, Accuracy: 15.43%
Epoch [4/20], Loss: 2.2695, Accuracy: 10.00%
Epoch [5/20], Loss: 2.3042, Accuracy: 10.00%
Epoch [6/20], Loss: 2.2534, Accuracy: 22.08%
Epoch [7/20], Loss: 1.9830, Accuracy: 29.42%
Epoch [8/20], Loss: 1.8692, Accuracy: 33.74%
Epoch [9/20], Loss: 1.7801, Accuracy: 39.17%
Epoch [10/20], Loss: 1.7077, Accuracy: 42.86%
Epoch [11/20], Loss: 1.6115, Accuracy: 43.92%
Epoch [12/20], Loss: 1.5769, Accuracy: 44.40%
Epoch [13/20], Loss: 1.5616, Accuracy: 44.61%
Epoch [14/20], Loss: 1.5430, Accuracy: 45.44%
Epoch [15/20], Loss: 1.5334, Accuracy: 46.06%
Epoch [16/20], Loss: 1.5177, Accuracy: 46.44%
Epoch [17/20], Loss: 1.5153, Accuracy: 46.38%
Epoch [18/20], Loss: 1.5072, Accuracy: 46.24%
Epoch [19/20], Loss: 1.5102, Accuracy: 46.19%
Epoch [20/20], Loss: 1.5065, Accuracy: 46.47%
