Model: cnn, Batch_size: 8, Epochs: 40, Learning Rate: 0.0003
Current device is cuda.
Epoch [1/40], Loss: 1.4743, Accuracy: 59.58%
Epoch [2/40], Loss: 1.1563, Accuracy: 64.12%
Epoch [3/40], Loss: 1.0362, Accuracy: 68.57%
Epoch [4/40], Loss: 0.9542, Accuracy: 69.69%
Epoch [5/40], Loss: 0.9028, Accuracy: 72.26%
Epoch [6/40], Loss: 0.7979, Accuracy: 74.18%
Epoch [7/40], Loss: 0.7778, Accuracy: 74.18%
Epoch [8/40], Loss: 0.7684, Accuracy: 74.76%
Epoch [9/40], Loss: 0.7550, Accuracy: 75.33%
Epoch [10/40], Loss: 0.7506, Accuracy: 75.29%
Epoch [11/40], Loss: 0.7328, Accuracy: 75.65%
Epoch [12/40], Loss: 0.7356, Accuracy: 75.93%
Epoch [13/40], Loss: 0.7297, Accuracy: 75.89%
Epoch [14/40], Loss: 0.7323, Accuracy: 75.71%
Epoch [15/40], Loss: 0.7307, Accuracy: 75.68%
Epoch [16/40], Loss: 0.7287, Accuracy: 75.71%
Epoch [17/40], Loss: 0.7311, Accuracy: 75.75%
Epoch [18/40], Loss: 0.7315, Accuracy: 75.75%
Epoch [19/40], Loss: 0.7272, Accuracy: 75.80%
Epoch [20/40], Loss: 0.7316, Accuracy: 75.80%
Epoch [21/40], Loss: 0.7267, Accuracy: 75.80%
Epoch [22/40], Loss: 0.7295, Accuracy: 75.81%
Epoch [23/40], Loss: 0.7276, Accuracy: 75.78%
Epoch [24/40], Loss: 0.7297, Accuracy: 75.78%
Epoch [25/40], Loss: 0.7279, Accuracy: 75.81%
Epoch [26/40], Loss: 0.7265, Accuracy: 75.81%
Epoch [27/40], Loss: 0.7277, Accuracy: 75.81%
Epoch [28/40], Loss: 0.7328, Accuracy: 75.81%
Epoch [29/40], Loss: 0.7313, Accuracy: 75.81%
Epoch [30/40], Loss: 0.7306, Accuracy: 75.81%
Epoch [31/40], Loss: 0.7299, Accuracy: 75.81%
Epoch [32/40], Loss: 0.7281, Accuracy: 75.81%
Epoch [33/40], Loss: 0.7292, Accuracy: 75.81%
Epoch [34/40], Loss: 0.7324, Accuracy: 75.81%
Epoch [35/40], Loss: 0.7255, Accuracy: 75.81%
Epoch [36/40], Loss: 0.7286, Accuracy: 75.81%
Epoch [37/40], Loss: 0.7296, Accuracy: 75.81%
Epoch [38/40], Loss: 0.7320, Accuracy: 75.81%
Epoch [39/40], Loss: 0.7311, Accuracy: 75.81%
Epoch [40/40], Loss: 0.7306, Accuracy: 75.81%
