Model: cnn2, Batch_size: 8, Epochs: 20, Learning Rate: 0.001
Current device is cuda.
Epoch [1/20], Loss: 1.4583, Accuracy: 59.59%
Epoch [2/20], Loss: 1.1536, Accuracy: 64.97%
Epoch [3/20], Loss: 1.0572, Accuracy: 67.77%
Epoch [4/20], Loss: 0.9996, Accuracy: 68.01%
Epoch [5/20], Loss: 0.9595, Accuracy: 69.36%
Epoch [6/20], Loss: 0.8308, Accuracy: 72.71%
Epoch [7/20], Loss: 0.8013, Accuracy: 73.23%
Epoch [8/20], Loss: 0.7827, Accuracy: 73.85%
Epoch [9/20], Loss: 0.7682, Accuracy: 74.64%
Epoch [10/20], Loss: 0.7515, Accuracy: 74.44%
Epoch [11/20], Loss: 0.7329, Accuracy: 74.81%
Epoch [12/20], Loss: 0.7301, Accuracy: 74.89%
Epoch [13/20], Loss: 0.7254, Accuracy: 74.87%
Epoch [14/20], Loss: 0.7224, Accuracy: 74.92%
Epoch [15/20], Loss: 0.7205, Accuracy: 75.00%
Epoch [16/20], Loss: 0.7176, Accuracy: 75.01%
Epoch [17/20], Loss: 0.7210, Accuracy: 75.07%
Epoch [18/20], Loss: 0.7205, Accuracy: 75.18%
Epoch [19/20], Loss: 0.7215, Accuracy: 75.10%
Epoch [20/20], Loss: 0.7168, Accuracy: 75.17%
